TOA5	ESOLMET-CR1000	CR1000	23644	CR1000.Std.16	CPU:2021-05-21-ESOLMET-CR1000.CR1	25840	Tabla_diez_min													
TIMESTAMP	RECORD	Batt_Volt_Min	I_glo_Avg	I_dir_Avg	I_dif_Avg	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH_Avg	RH_Max	RH_Min	RH_Std	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	CS106_PB_Avg	Rain_mm_Tot
TS	RN	Volts	W/m2	W/m2	W/m2	°C	°C	°C	°C	%	%	%	%	m/s	m/s	m/s	m/s	grados	mbar	mm
		Min	Avg	Avg	Avg	Avg	Max	Min	Std	Avg	Max	Min	Std	Avg	Max	Min	Std	Smp	Avg	Tot
16/02/2022 15:40	39051	13.08	652.8	865	78.58	31.94	32.39	31.44	0.264	23.28	24.15	22.18	0.474	1.483	5.45	0	1.333	185.2	874.6135	0
16/02/2022 15:50	39052	13.07	619.4	845	78.66	31.27	32.19	30.92	0.272	23.17	23.91	22.07	0.39	3.188	6.2	0	1.289	126.8	874.3691	0
16/02/2022 16:00	39053	13.07	586.4	832	79.02	30.84	31.44	30.24	0.343	23.59	24.25	22.69	0.305	2.59	5.45	0	1.272	211.9	874.4669	0
16/02/2022 16:10	39054	13.07	551.6	816	79.06	31.05	31.44	30.48	0.283	23.53	24.15	22.79	0.314	3.015	6.95	0	1.267	152.5	874.393	0
16/02/2022 16:20	39055	13.07	518.3	804	76.76	30.98	31.4	30.55	0.209	23.72	24.29	22.89	0.278	3.855	6.2	0	1.105	151.2	874.2871	0
16/02/2022 16:30	39056	13.07	471.5	774	73.44	31.1	31.5	30.58	0.213	23.44	24.05	22.72	0.256	2.328	4.7	0	0.814	141.6	874.0834	0
16/02/2022 16:40	39057	13.05	429	732.6	72.36	31.08	31.54	30.72	0.181	23.66	24.6	22.55	0.312	4.719	9.2	0	1.565	195.1	874.1396	0
16/02/2022 16:50	39058	13.08	396.3	730.5	70.19	30.97	31.4	30.58	0.174	23.91	24.46	23.37	0.245	2.631	6.2	0	1.225	74.16	874.0675	0
16/02/2022 17:00	39059	13.08	346.6	683.1	65.53	31.32	31.81	30.89	0.195	24.04	25.41	23.34	0.591	2.595	6.95	0	1.657	160.8	874.2126	0
16/02/2022 17:10	39060	13.07	313.9	667.5	63.28	30.9	31.13	30.69	0.107	25.2	25.75	24.43	0.242	3.139	5.45	0	1.169	114.1	873.7729	0
16/02/2022 17:20	39061	13.01	269	625.5	57.66	30.78	31.23	30.48	0.189	25.6	26.23	24.83	0.331	3.619	7.7	0	1.827	156.5	874.0914	0
16/02/2022 17:30	39062	12.94	220.9	567.5	51.47	30.62	30.89	30.38	0.097	26.47	27.01	25.89	0.208	3.801	6.95	1.7	1.04	161.9	874.3036	0
16/02/2022 17:40	39063	12.89	88.3	151.4	42.53	30.39	30.72	30.01	0.192	27.05	27.7	26.44	0.343	2.494	4.7	0	0.815	199.9	874.0929	0
16/02/2022 17:50	39064	12.88	42.01	0.088	35.17	29.86	30.18	29.43	0.179	27.75	28.44	27.01	0.373	2.363	4.7	0	0.738	191.1	874.1583	0
16/02/2022 18:00	39065	12.87	34.74	0.273	29.16	29.43	29.63	29.22	0.083	28.39	28.96	27.9	0.259	2.503	3.95	0.95	0.642	174.5	874.3496	0
16/02/2022 18:10	39066	12.86	46.45	180.5	21.39	29.32	29.56	29.12	0.089	28.82	29.2	28.34	0.182	2.379	3.95	0.95	0.645	180.9	874.1552	0
16/02/2022 18:20	39067	12.85	40.5	259.5	15.4	29.56	29.7	29.39	0.048	28.51	28.79	28.04	0.13	2.353	4.7	0.95	0.605	151.5	874.1355	0
16/02/2022 18:30	39068	12.84	15	69.52	8.43	29.36	29.64	29.02	0.15	28.83	29.33	28.24	0.187	1.923	3.2	0	0.62	186	874.1767	0
16/02/2022 18:40	39069	12.84	4.257	0.031	2.925	28.98	29.16	28.75	0.07	28.75	29.37	28.04	0.27	2.34	4.7	0.95	0.743	174.1	874.5346	0
16/02/2022 18:50	39070	12.83	0.139	0.007	0.01	28.82	28.95	28.68	0.045	28.71	29.03	28.28	0.159	1.176	2.45	0	0.584	193.6	874.4394	0
16/02/2022 19:00	39071	12.83	0	0.012	0	28.72	28.89	28.51	0.078	28.72	29.54	28.14	0.257	1.517	3.2	0	0.522	230.1	874.3095	0
16/02/2022 19:10	39072	12.82	0	0.012	0	28.52	28.72	28.31	0.079	29.05	29.74	28.45	0.255	1.731	3.2	0	0.517	199.6	874.7219	0
16/02/2022 19:20	39073	12.82	0	0.007	0	28.23	28.55	27.87	0.12	29.56	30.39	29.1	0.28	2.168	4.7	0	0.785	171.7	874.4661	0
16/02/2022 19:30	39074	12.81	0	0.046	0	27.87	28	27.7	0.057	29.71	31.07	28.86	0.457	3.136	5.45	0.95	0.825	214.1	874.7485	0
16/02/2022 19:40	39075	12.81	0	0.01	0	27.84	28	27.63	0.068	29.23	29.47	28.82	0.098	2.278	3.95	0	0.643	206.5	874.861	0
16/02/2022 19:50	39076	12.81	0	0.006	0	27.57	27.84	27.29	0.122	29.69	30.26	29.17	0.267	1.934	3.2	0.95	0.504	257.5	875.0759	0
16/02/2022 20:00	39077	12.8	0	0.009	0	27.14	27.46	26.88	0.141	29.87	30.63	29.44	0.261	2.729	4.7	0.95	0.701	239.6	875.2606	0
16/02/2022 20:10	39078	12.8	0	0.002	0	26.69	27.06	26.27	0.185	30.52	31.62	29.71	0.479	2.516	4.7	0.95	0.568	288.1	875.3461	0
16/02/2022 20:20	39079	12.8	0	0	0	26.01	26.41	25.7	0.147	32.18	32.81	31.38	0.358	2.256	3.2	0.95	0.445	299.8	875.4241	0
16/02/2022 20:30	39080	12.79	0	0.001	0	25.24	25.83	24.74	0.327	34.11	35.64	32.61	0.857	3.218	4.7	1.7	0.556	312.6	875.6057	0
16/02/2022 20:40	39081	12.79	0	0.005	0	24.9	25.25	24.47	0.212	34.82	36.94	33.09	0.927	3.066	3.95	1.7	0.435	319.1	875.7676	0
16/02/2022 20:50	39082	12.79	0	0.017	0	25.05	25.6	24.64	0.294	33.8	35.78	32.1	1.092	2.303	3.2	1.7	0.381	303.7	875.761	0
16/02/2022 21:00	39083	12.79	0	0.013	0	25.24	25.56	24.44	0.223	33.31	36.39	32.2	0.971	2.408	3.2	1.7	0.431	336.4	875.9011	0
16/02/2022 21:10	39084	12.78	0	0.001	0	23.85	24.54	23.59	0.209	37.66	38.68	36.29	0.494	2.645	3.95	1.7	0.43	330.6	875.9957	0
16/02/2022 21:20	39085	12.77	0	0.009	0	23.86	24.2	23.45	0.201	37.75	39.84	36.29	1.036	2.54	3.2	0	0.517	349.8	876.0779	0
16/02/2022 21:30	39086	12.77	0	0	0	23.07	23.52	22.8	0.154	40.65	41.71	39.43	0.478	1.734	3.2	0	0.635	344.1	876.3561	0
16/02/2022 21:40	39087	12.77	0	0.001	0	22.84	23.01	22.7	0.045	41.37	41.98	40.55	0.304	0.387	1.7	0	0.602	164.1	876.379	0
16/02/2022 21:50	39088	12.76	0	0.002	0	22.75	23.01	22.46	0.116	41.82	42.39	41.2	0.232	0.665	1.7	0	0.583	342.1	876.5399	0
16/02/2022 22:00	39089	12.76	0	0.001	0	22.58	22.74	22.36	0.067	42.6	43.48	41.47	0.472	0.495	1.7	0	0.547	347.2	876.2624	0
16/02/2022 22:10	39090	12.75	0	0.006	0	22.25	22.5	22.02	0.101	43.44	44.64	42.43	0.445	0.868	1.7	0	0.595	350.6	876.3698	0
16/02/2022 22:20	39091	12.75	0	0.04	0	22.18	22.57	21.61	0.247	42.75	44.57	41.34	0.664	1.449	2.45	0	0.458	333.2	876.6638	0
16/02/2022 22:30	39092	12.74	0	0.002	0	21.59	21.88	21.17	0.18	43.92	45.8	42.6	0.822	0.779	2.45	0	0.764	2.371	876.6631	0
16/02/2022 22:40	39093	12.74	0	0.002	0	21.57	21.75	21.41	0.062	43.51	44.54	42.66	0.506	0.552	1.7	0	0.56	324.1	876.8116	0
16/02/2022 22:50	39094	12.74	0	0.129	0	21.46	21.78	21.03	0.192	42.9	44.47	40.82	0.895	1.93	3.2	0.95	0.617	340.1	876.8109	0
16/02/2022 23:00	39095	12.73	0	0.095	0	21.42	21.75	21.07	0.159	41.88	44.57	40.55	0.704	2.103	3.2	0.95	0.443	338.1	876.753	0
16/02/2022 23:10	39096	12.72	0	0.001	0	20.68	21.37	20.18	0.379	43.66	45.12	41.61	1.004	3.136	4.7	1.7	0.534	336.1	876.8197	0
16/02/2022 23:20	39097	12.72	0	0.006	0	20.41	20.62	20.18	0.089	44.03	45.02	43.28	0.4	3.009	3.95	0.95	0.579	327.3	876.9092	0
16/02/2022 23:30	39098	12.71	0	0.173	0	20.77	21.27	20.15	0.305	42.44	45.02	40.42	1.141	2.423	3.2	0.95	0.41	331	876.8274	0
16/02/2022 23:40	39099	12.71	0	0.061	0	20.68	21.27	20.18	0.282	42.32	44.4	40.55	1.003	2.28	3.2	0.95	0.519	339.9	877.138	0
16/02/2022 23:50	39100	12.71	0	0.005	0	20.28	20.59	19.94	0.162	42.24	43.38	40.82	0.528	2.182	3.2	0	0.43	342.3	877.0399	0
17/02/2022 00:00	39101	12.7	0	0.171	0	20.54	21.07	20.04	0.317	39.89	42.39	37.76	1.465	2.189	3.2	0.95	0.385	323	876.949	0
17/02/2022 00:10	39102	12.7	0	0.062	0	20.69	20.93	20.49	0.073	38.83	40.25	37.86	0.453	2.559	3.2	1.7	0.319	350.3	876.9826	0
17/02/2022 00:20	39103	12.69	0	0.005	0	20.3	20.59	19.98	0.151	39.51	41.54	37.72	0.988	2.285	3.2	0.95	0.384	339.1	876.8107	0
17/02/2022 00:30	39104	12.69	0	0.009	0	20.45	20.66	20.25	0.066	37.45	38.78	36.33	0.616	2.34	3.2	1.7	0.326	336.9	876.9998	0
17/02/2022 00:40	39105	12.69	0	0	0	19.68	20.42	19.26	0.336	39.43	41.37	36.97	1.011	2.605	3.2	1.7	0.407	338.7	876.8262	0
17/02/2022 00:50	39106	12.68	0	0.058	0	19.79	20.15	19.36	0.251	37.49	39.53	35.85	0.927	2.228	3.95	0	0.657	354.5	876.7124	0
17/02/2022 01:00	39107	12.68	0	0.058	0	20.1	20.28	19.94	0.066	35.82	36.91	34.69	0.551	2.136	3.2	0.95	0.49	327.3	876.2882	0
17/02/2022 01:10	39108	12.68	0	0.094	0	20.12	20.28	19.94	0.068	35.42	36.29	34.55	0.384	2.868	3.95	1.7	0.431	331.9	876.6381	0
17/02/2022 01:20	39109	12.67	0	0.125	0	20.17	20.39	19.77	0.133	34.48	36.26	33.53	0.565	2.633	3.95	0	0.881	353.8	876.378	0
17/02/2022 01:30	39110	12.66	0	0	0	19.6	19.87	19.36	0.121	35.4	36.36	34.69	0.287	1.814	3.2	0	0.512	2.419	876.3694	0
17/02/2022 01:40	39111	12.66	0	0.001	0	19.58	19.77	19.43	0.069	35.33	36.19	34.49	0.349	1.549	2.45	0	0.507	325	876.4671	0
17/02/2022 01:50	39112	12.66	0	0.064	0	19.79	20.04	19.4	0.16	35.1	36.05	34.42	0.378	1.704	2.45	0.95	0.337	298.2	876.4349	0
17/02/2022 02:00	39113	12.65	0	0	0	19.46	19.94	19.16	0.201	36.07	36.84	35.3	0.285	1.003	1.7	0	0.43	324.2	876.3275	0
17/02/2022 02:10	39114	12.65	0	0	0	18.57	19.29	17.93	0.444	38.01	40.82	36.19	1.222	1.978	2.45	0.95	0.42	341.6	876.5821	0
17/02/2022 02:20	39115	12.64	0	0	0	17.74	18.1	17.52	0.165	40.12	41.68	38.54	0.665	2.073	3.2	0.95	0.387	335.1	876.4182	0
17/02/2022 02:30	39116	12.64	0	0.022	0	17.69	17.86	17.49	0.07	40.19	41.57	39.12	0.482	2.459	3.2	1.7	0.339	340.6	876.1398	0
17/02/2022 02:40	39117	12.63	0	0.191	0	18.02	18.27	17.69	0.135	38.88	40.07	37.96	0.481	2.681	3.2	1.7	0.404	339.4	876.0911	0
17/02/2022 02:50	39118	12.63	0	0.159	0	18.06	18.68	17.69	0.269	39.53	40.62	38.37	0.651	2.488	3.2	1.7	0.429	340.9	876.2475	0
17/02/2022 03:00	39119	12.63	0	0.361	0	19.08	19.36	18.51	0.209	37.87	38.64	37.28	0.3	1.976	2.45	0.95	0.372	345.8	876.2466	0
17/02/2022 03:10	39120	12.63	0	0.071	0	19.17	19.4	18.99	0.091	38.39	38.81	37.69	0.3	0.586	2.45	0	0.733	0.145	876.2466	0
17/02/2022 03:20	39121	12.62	0	0.005	0	19.15	19.26	18.99	0.047	38.34	38.95	37.72	0.248	0.691	1.7	0	0.542	354.4	876.4182	0
17/02/2022 03:30	39122	12.62	0	0.073	0	19.23	19.43	19.06	0.081	37.69	38.54	36.6	0.36	1.08	2.45	0	0.387	3.484	876.3541	0
17/02/2022 03:40	39123	12.61	0	0.113	0	19.2	19.4	18.82	0.107	37.74	38.95	37.14	0.425	1.358	2.45	0	0.505	332.7	876.1502	0
17/02/2022 03:50	39124	12.61	0	0	0	18.67	18.99	18.34	0.142	39.98	41.23	38.47	0.617	0.486	1.7	0	0.565	34.79	875.8955	0
17/02/2022 04:00	39125	12.61	0	0.103	0	18.4	18.65	18.2	0.087	39.73	40.82	38.17	0.695	1.092	2.45	0	0.758	338.2	876.1919	0
17/02/2022 04:10	39126	12.6	0	0.079	0	18.62	18.85	18.41	0.095	38.38	40.25	37.59	0.457	1.097	2.45	0	0.603	8.37	876.2151	0
17/02/2022 04:20	39127	12.6	0	0.169	0	18.86	19.09	18.65	0.083	37.47	38.98	36.02	0.698	1.084	3.2	0	0.741	354.5	876.0605	0
17/02/2022 04:30	39128	12.59	0	0.056	0	18.72	19.02	18.44	0.122	38.28	39.43	36.39	0.696	1.062	3.2	0	0.777	318.2	876.0276	0
17/02/2022 04:40	39129	12.59	0	0.012	0	18.48	18.65	18.31	0.079	38.91	39.7	38.2	0.339	1.299	2.45	0	0.481	327.6	875.9893	0
17/02/2022 04:50	39130	12.59	0	0.007	0	18.36	18.54	18.2	0.059	39.18	40.08	38.68	0.316	0.794	1.7	0	0.555	346.3	876.394	0
17/02/2022 05:00	39131	12.58	0	0.021	0	18.22	18.51	17.9	0.17	40.13	41.61	38.71	0.766	1.399	2.45	0	0.55	329.3	876.3898	0
17/02/2022 05:10	39132	12.58	0	0.033	0	17.8	18.03	17.49	0.132	41.75	43.42	40.55	0.664	1.828	2.45	0	0.446	340.7	876.2544	0
17/02/2022 05:20	39133	12.58	0	0.26	0	17.93	18.21	17.49	0.178	40.95	42.6	39.94	0.725	2.359	3.2	0.95	0.387	332	876.3456	0
17/02/2022 05:30	39134	12.57	0	0.139	0	18.01	18.27	17.73	0.12	40.87	41.98	39.7	0.634	2.408	3.2	1.7	0.427	31.12	876.3524	0
17/02/2022 05:40	39135	12.56	0	0.001	0	17.91	18.07	17.69	0.071	41.17	42.02	40.52	0.362	1.671	3.2	0	0.499	339.8	876.7097	0
17/02/2022 05:50	39136	12.56	0	0.007	0	17.95	18.07	17.8	0.047	40.73	41.24	40.28	0.173	1.731	2.45	0	0.411	342.1	876.6339	0
17/02/2022 06:00	39137	12.56	0	0.054	0	17.89	18.07	17.7	0.063	41.07	42.02	40.18	0.327	2.08	3.2	0.95	0.426	334.2	876.8318	0
17/02/2022 06:10	39138	12.55	0	0.092	0	17.87	18.07	17.69	0.07	40.97	41.75	40.18	0.342	2.3	3.2	0.95	0.521	336.1	877.0006	0
17/02/2022 06:20	39139	12.55	0	0.028	0	17.87	18.1	17.66	0.114	40.8	42.39	40.18	0.475	1.602	2.45	0	0.399	337.6	877.1568	0
17/02/2022 06:30	39140	12.55	0	0.058	0	17.93	18.07	17.73	0.05	40.8	41.51	40.35	0.239	2.004	2.45	0.95	0.407	316.2	877.3179	0
17/02/2022 06:40	39141	12.54	0	0.035	0	17.91	18.1	17.73	0.079	40.84	41.58	40.14	0.345	1.999	2.45	0.95	0.382	338.5	877.4753	0
17/02/2022 06:50	39142	12.54	0	0.084	0	17.96	18.17	17.8	0.065	40.44	41.06	39.57	0.321	1.656	2.45	0	0.389	339.6	877.4149	0
17/02/2022 07:00	39143	12.54	0.017	0.129	0	17.99	18.24	17.63	0.115	40.65	42.12	39.67	0.598	2.006	3.2	0.95	0.425	336.2	877.5271	0
17/02/2022 07:10	39144	12.53	2.81	0.004	1.869	17.68	17.86	17.49	0.047	41.84	42.46	41.13	0.219	1.875	3.2	0.95	0.43	335.6	877.6785	0
17/02/2022 07:20	39145	12.53	14.07	71.07	8.58	17.72	17.93	17.49	0.074	41.84	43.14	41.17	0.405	1.935	3.2	0.95	0.403	324.8	878.145	0
17/02/2022 07:30	39146	12.62	41.52	283.7	16.53	17.66	17.83	17.46	0.062	42.38	43.11	41.82	0.274	2.35	3.2	0.95	0.428	326.5	878.0695	0
